,Pers.No.,department,Gender Key,Marital Status Key,No.ch,Age of employee,age_class,Certificate
1652,AAJIARCL,CM,Male,Marr.,1,43,40~50,Master
1653,AAJIAUEA,AE,Male,Single,0,30,30~40,Master
1654,AAJIAASC,AE,Male,Single,0,29,25~30,Bachelor
1655,AAJIJCEA,CC,Male,Single,0,30,30~40,Bachelor
1656,AAJUCQJE,CM,Male,Marr.,0,30,30~40,Bachelor
1657,AAJURAIR,CC,Female,Single,0,29,25~30,Bachelor
1658,AAJURJIC,CM,Male,Marr.,1,38,30~40,Bachelor
1659,AAJUJJCQ,CC,Male,Marr.,1,44,40~50,College
1660,AAJUJJUR,CC,Female,Marr.,1,30,30~40,Bachelor
1661,AAJLCCIJ,CM,Male,Marr.,2,38,30~40,Bachelor
1662,AAJLCCJI,AE,Male,Single,0,26,25~30,Bachelor
1663,AAJLCEIQ,CM,Male,Marr.,1,32,30~40,Master
1664,AAJLIIQI,AE,Male,Single,0,26,25~30,Bachelor
1665,AAJLQISU,AE,Male,Marr.,0,33,30~40,Bachelor
1666,AAJLQLER,CC,Male,Marr.,0,36,30~40,Bachelor
1667,AAJLQAQR,BBSD,Male,Marr.,1,34,30~40,Master
1668,AAJLJUQL,CC,Male,Marr.,1,35,30~40,Master
1669,AAJQCJEE,AE,Female,Single,0,29,25~30,Bachelor
1670,AAJQSECL,CC,Male,Marr.,1,41,40~50,Master
1671,AAJQSEEU,CC,Male,Single,0,29,25~30,Master
1672,AAJQSERI,RBAC,Female,Marr.,1,35,30~40,Bachelor
1673,AAJQASIS,CC,Male,Single,0,28,25~30,Master
1674,AAJQAILJ,PA,Male,Marr.,0,31,30~40,Bachelor
1675,AAJQAUAI,AE,Female,Marr.,1,30,30~40,Bachelor
1676,AAJAILLL,AE,Male,Marr.,2,35,30~40,Bachelor
1677,AAJAIQLI,AE,Male,Marr.,0,29,25~30,Bachelor
1678,AAJAUCCI,AE,Female,Single,0,32,30~40,Master
1679,AAJAUCJU,AE,Male,Marr.,0,33,30~40,Bachelor
1680,AAJAUEUQ,CC,Male,Marr.,0,34,30~40,Bachelor
1681,AAJJEIAC,CC,Male,Marr.,1,44,40~50,Bachelor
1682,AAJJEUEI,AE,Male,Single,0,29,25~30,Master
1683,AAJJELCS,AE,Male,Marr.,1,36,30~40,Master
1684,AAJJELER,AE,Female,Marr.,0,29,25~30,Master
1685,AAJJEQJR,CC,Male,Marr.,1,35,30~40,College
1686,AAJJLEAE,AE,Male,Single,0,26,25~30,Bachelor
1687,AAJJLREL,AE,Male,Marr.,1,32,30~40,College
1688,AAJJLQJQ,AE,Male,Single,0,35,30~40,Bachelor
1689,AAJJQSLA,CM,Male,Marr.,1,30,30~40,Master
1690,AJCCEUQI,RBAC,Female,Marr.,1,29,25~30,Master
1691,AJCCELIU,AE,Male,Single,0,31,30~40,Bachelor
1692,AJCCEQIS,AE,Male,Marr.,1,30,30~40,Bachelor
1693,AJCCEJSC,CM,Male,Marr.,1,45,40~50,Master
1694,AJCCJSII,CC,Male,Marr.,1,31,30~40,Bachelor
1695,AJCCJSAC,AE,Female,Marr.,2,40,40~50,Bachelor
1696,AJCCJIQJ,AE,Male,Marr.,1,31,30~40,Bachelor
1697,AJCCJURE,CM,Male,Marr.,1,38,30~40,Bachelor
1698,AJCCJLEC,PA,Female,Marr.,1,36,30~40,Master
1699,AJCCJQEA,CC,Male,Marr.,1,32,30~40,Bachelor
1700,AJCCJQSL,CC,Male,Single,0,34,30~40,Bachelor
1701,AJCCJQAE,PA,Male,Marr.,1,32,30~40,Master
1702,AJCEEUSL,AE,Male,Marr.,2,37,30~40,Bachelor
1703,AJCEEULS,CM,Male,Single,0,34,30~40,Bachelor
1704,AJCEEUQR,CM,Male,Marr.,2,38,30~40,
1705,AJCEEQIE,CM,Female,Single,0,29,25~30,Bachelor
1706,AJCEEQLJ,CM,Male,Single,0,28,25~30,Master
1707,AJCESSLL,CC,Male,Marr.,0,33,30~40,Bachelor
1708,AJCESSAI,CM,Male,Marr.,0,27,25~30,Master
1709,AJCESLJL,CC,Male,Marr.,1,36,30~40,Bachelor
1710,AJCESAIQ,CC,Male,Marr.,1,39,30~40,Bachelor
1711,AJCESAQI,CM,Male,Marr.,1,36,30~40,Master
1712,AJCEIQQU,AE,Female,Single,0,25,25~30,Bachelor
1713,AJCEIJEQ,AE,Male,Marr.,1,39,30~40,College
1714,AJCEIJAC,CM,Male,Single,0,29,25~30,Bachelor
1715,AJCELJQJ,CC,Male,Marr.,1,37,30~40,Master
1716,AJCEQRUU,AE,Female,Marr.,1,39,30~40,Bachelor
1717,AJCEQRQS,CM,Male,Marr.,1,33,30~40,Master
1718,AJCEQRJE,AE,Male,Marr.,2,40,40~50,Master
1719,AJCEQSEQ,CM,Male,Marr.,2,33,30~40,Bachelor
1720,AJCEQLSA,CC,Male,Marr.,0,34,30~40,Bachelor
1721,AJCEAEEC,AE,Male,Single,0,31,30~40,Bachelor
1722,AJCEAEUL,CM,Male,Single,0,30,30~40,Bachelor
1723,AJCEARCJ,AE,Female,Single,0,29,25~30,Master
1724,AJCEARQR,PA,Male,Single,0,29,25~30,Bachelor
1725,AJCEARAE,AE,Male,Marr.,1,38,30~40,Bachelor
1726,AJCEASUR,AE,Female,Marr.,1,36,30~40,Bachelor
1727,AJCEAIEI,AE,Female,Marr.,1,31,30~40,Bachelor
1728,AJCEAIRS,AE,Female,Marr.,0,30,30~40,Bachelor
1729,AJCEAILJ,CC,Male,Marr.,1,31,30~40,Bachelor
1730,AJCEAIQA,AE,Male,Single,0,37,30~40,Doctor
1731,AJCEALSQ,AE,Female,Marr.,1,32,30~40,Bachelor
1732,AJCREEIR,CM,Male,Marr.,0,35,30~40,Bachelor
1733,AJCRERSE,PA,Female,Single,0,26,25~30,Master
1734,AJCRERUJ,CP,Male,Marr.,0,29,25~30,Bachelor
1735,AJCRESRC,AE,Male,Single,0,29,25~30,Master
1736,AJCRESIA,AE,Male,Marr.,1,31,30~40,Master
1737,AJCREUEL,CP,Female,Single,0,33,30~40,Bachelor
1738,AJCREUSI,CM,Female,Marr.,2,37,30~40,Master
1739,AJCREUQC,AE,Male,Marr.,1,34,30~40,Bachelor
1740,AJCRELIE,CM,Female,Marr.,1,29,25~30,Bachelor
1741,AJCRELLJ,AE,Female,Marr.,1,31,30~40,Master
1742,AJCRRCRU,AE,Male,Marr.,0,27,25~30,Master
1743,AJCRSCCL,AE,Female,Marr.,2,31,30~40,College
1744,AJCRSCQJ,AE,Male,Marr.,1,33,30~40,Bachelor
1745,AJCRSCAA,AE,Male,Marr.,1,34,30~40,College
1746,AJCRSCJQ,AED,Male,Single,0,32,30~40,Bachelor
1747,AJCRSRCR,AE,Male,Marr.,1,37,30~40,College
1748,AJCRSRIA,AE,Male,Single,0,27,25~30,Bachelor
1749,AJCRSRAI,CC,Male,Marr.,0,33,30~40,Bachelor
1750,AJCRSRJS,CC,Male,Marr.,1,34,30~40,Master
1751,AJCRSALS,AE,Male,Single,0,32,30~40,Master
1752,AJCRSAJC,AE,Male,Marr.,2,35,30~40,Bachelor
1753,AJCRSJRU,AE,Female,Marr.,2,39,30~40,Master
1754,AJCRICAQ,AE,Male,Marr.,1,34,30~40,Bachelor
1755,AJCRIERE,CM,Female,Single,0,30,30~40,Bachelor
1756,AJCRIESC,AE,Male,Marr.,1,33,30~40,Bachelor
1757,AJCRIEIJ,AE,Male,Marr.,1,33,30~40,Bachelor
1758,AJCRIELQ,CM,Male,Marr.,1,34,30~40,Bachelor
1759,AJCRIEQL,AE,Male,Marr.,1,32,30~40,Bachelor
1760,AJCRIEAU,AE,Male,Marr.,1,37,30~40,Bachelor
1761,AJCRIEJI,CC,Male,Single,0,33,30~40,College
1762,AJCRIRCE,AE,Male,Marr.,1,32,30~40,Bachelor
1763,AJCRIRRJ,CM,Male,Marr.,1,31,30~40,Master
1764,AJCRIRJR,CM,Female,Marr.,2,42,40~50,Doctor
1765,AJCRUEIA,AE,Male,Single,0,31,30~40,Master
1766,AJCRUEUQ,CM,Male,Marr.,1,36,30~40,Bachelor
1767,AJCRUEAI,CC,Female,Single,0,26,25~30,Master
1768,AJCRUEJS,AE,Female,Marr.,1,41,40~50,Master
1769,AJCRURIL,AE,Female,Marr.,2,36,30~40,Bachelor
1770,AJCRLCQL,PA,Male,Marr.,1,35,30~40,Master
1771,AJCRLECE,CM,Male,Marr.,1,28,25~30,Master
1772,AJCRLEEC,AE,Male,Marr.,1,33,30~40,Master
1773,AJCRQIQQ,CM,Male,Single,0,29,25~30,Master
1774,AJCRQURJ,AE,Male,Marr.,1,32,30~40,Bachelor
1775,AJCRQUSA,CM,Female,Marr.,1,34,30~40,Bachelor
1776,AJCRQUQI,CM,Female,Single,0,28,25~30,Master
1777,AJCRAISC,CM,Female,Unknow,0,32,30~40,Master
1778,AJCRJSES,AE,Male,Marr.,1,33,30~40,Master
1779,AJCRJSLA,AE,Male,Single,0,29,25~30,Master
1780,AJCRJIEE,AE,Female,Marr.,1,36,30~40,Bachelor
1781,AJCRJISJ,AE,Male,Marr.,0,34,30~40,Master
1782,AJCRJIUQ,AE,Male,Marr.,0,27,25~30,Master
1783,AJCRJIJS,CM,Male,Marr.,0,31,30~40,Bachelor
1784,AJCSECJQ,CC,Female,Marr.,0,29,25~30,Master
1785,AJCSEEUJ,CC,Male,Marr.,1,28,25~30,Master
1786,AJCSERCR,AE,Female,Marr.,1,27,25~30,Bachelor
1787,AJCSERSJ,CC,Female,Marr.,1,31,30~40,Master
1788,AJCSERLL,CC,Female,Single,0,25,25~30,Bachelor
1789,AJCSESCC,CC,Female,Marr.,0,28,25~30,Master
1790,AJCSEIJJ,AE,Male,Marr.,1,38,30~40,Bachelor
1791,AJCSREQL,CM,Male,Marr.,1,33,30~40,Bachelor
1792,AJCSREJI,CM,Male,Marr.,1,41,40~50,Master
1793,AJCSRREC,AE,Male,Marr.,1,34,30~40,Bachelor
1794,AJCSRRIQ,CM,Male,Marr.,1,32,30~40,Bachelor
1795,AJCSRRQI,AE,Male,Marr.,2,37,30~40,College
1796,AJCSRSRQ,AE,Male,Unknow,0,29,25~30,Bachelor
1797,AJCSSELL,AE,Male,Marr.,2,37,30~40,Bachelor
1798,AJCSSRAR,CP,Male,Single,0,29,25~30,Master
1799,AJCSSIEU,AE,Male,Single,1,31,30~40,Bachelor
1800,AJCSIRCJ,AE,Female,Marr.,1,29,25~30,Master
1801,AJCSIISR,CC,Male,Marr.,1,40,40~50,Bachelor
1802,AJCSUCJS,CM,Male,Marr.,1,33,30~40,Master
1803,AJCSUECC,AE,Female,Single,0,28,25~30,Master
1804,AJCSUEAR,AE,Female,Single,0,24,<25,Bachelor
1805,AJCSURSU,AE,Male,Marr.,1,32,30~40,Bachelor
1806,AJCSURII,AE,Male,Marr.,1,33,30~40,Bachelor
1807,AJCSUSSS,CM,Male,Marr.,2,35,30~40,Master
1808,AJCSUILA,AE,Male,Single,1,34,30~40,Master
1809,AJCSUIJU,RBAC,Female,Marr.,0,31,30~40,Bachelor
1810,AJCSUQQC,CC,Male,Single,0,32,30~40,Master
1811,AJCSUQJA,CM,Male,Marr.,1,40,40~50,Bachelor
1812,AJCSARJL,GS,Male,Marr.,0,28,25~30,Master
1813,AJCSASSC,CM,Male,Marr.,0,30,30~40,Master
1814,AJCSASUA,CM,Male,Marr.,0,29,25~30,Master
1815,AJCSASQL,AE,Male,Marr.,0,29,25~30,Master
1816,AJCSALEU,AE,Male,Marr.,1,34,30~40,Bachelor
1817,AJCSALSS,AE,Male,Single,0,36,30~40,Master
1818,AJCSALJQ,CC,Female,Marr.,1,28,25~30,Master
1819,AJCSAAEE,CM,Female,Marr.,1,29,25~30,Master
1820,AJCSAAUQ,CM,Male,Marr.,0,32,30~40,Master
1821,AJCSAJRA,CM,Female,Marr.,1,32,30~40,Bachelor
1822,AJCSJCJJ,CC,Female,Marr.,1,39,30~40,Bachelor
1823,AJCSJRCI,CP,Male,Single,0,27,25~30,Master
1824,AJCICEIJ,AE,Male,Marr.,0,29,25~30,Bachelor
1825,AJCICRAS,CM,Male,Marr.,0,33,30~40,Master
1826,AJCICSIU,CC,Male,Single,0,26,25~30,Bachelor
1827,AJCIESCA,CC,Female,Marr.,1,42,40~50,Bachelor
1828,AJCIESSU,PA,Male,Marr.,2,33,30~40,Master
1829,AJCIEICL,CC,Female,Marr.,0,27,25~30,Master
1830,AJCIEILC,AE,Female,Single,0,24,<25,Bachelor
1831,AJCIEIJQ,AE,Male,Single,0,29,25~30,Master
1832,AJCIRIAQ,CM,Female,Single,0,28,25~30,Master
1833,AJCIRIJL,PA,Male,Marr.,1,30,30~40,Master
1834,AJCIRUEE,BBSD,Male,Single,0,31,30~40,Bachelor
1835,AJCISERA,CM,Female,Single,0,24,<25,Bachelor
1836,AJCISEUU,CC,Male,Single,0,29,25~30,Master
1837,AJCISRJJ,AE,Male,Marr.,1,33,30~40,Bachelor
1838,AJCISSLC,AE,Male,Marr.,0,40,40~50,Bachelor
1839,AJCISJJI,CC,Male,Single,0,28,25~30,Bachelor
1840,AJCIICIQ,AE,Male,Single,0,27,25~30,Bachelor
1841,AJCIICAS,CC,Male,Single,0,27,25~30,Bachelor
1842,AJCILJRA,CC,Male,Marr.,1,44,40~50,Bachelor
1843,AJCIQCLR,AE,Male,Marr.,1,32,30~40,Bachelor
1844,AJCIQCAC,CC,Male,Single,0,29,25~30,Master
1845,AJCIQEEU,AE,Male,Marr.,1,36,30~40,
1846,AJCIQEAA,PA,Male,Marr.,0,35,30~40,Master
1847,AJCIQQSC,AE,Female,Marr.,2,39,30~40,Bachelor
1848,AJCIQJIU,CM,Female,Marr.,1,34,30~40,Master
1849,AJCIACEL,AED,Female,Single,0,24,<25,Bachelor
1850,AJCIAIIU,AE,Female,Marr.,1,32,30~40,College
1851,AJCIAILS,PA,Male,Marr.,0,30,30~40,Master
1852,AJCIAJCA,AE,Female,Single,0,31,30~40,Bachelor
1853,AJCIAJRL,AE,Male,Marr.,0,30,30~40,Bachelor
1854,AJCIAJSU,PA,Male,Single,0,28,25~30,College
1855,AJCIAJII,AE,Male,Single,0,30,30~40,Master
1856,AJCIJUSR,AE,Male,Marr.,0,32,30~40,Master
1857,AJCIJUIE,CM,Female,Single,0,27,25~30,Bachelor
1858,AJCUCRII,CC,Female,Marr.,0,29,25~30,Bachelor
1859,AJCUCSRI,AE,Male,Marr.,2,32,30~40,Bachelor
1860,AJCUCIRR,CC,Female,Single,0,30,30~40,Bachelor
1861,AJCUCIJU,CM,Male,Marr.,1,40,40~50,Master
1862,AJCUCUEC,AE,Male,Marr.,1,33,30~40,Bachelor
1863,AJCUCUSA,AE,Female,Marr.,1,32,30~40,Master
1864,AJCUCULU,CM,Male,Marr.,1,39,30~40,Bachelor
1865,AJCUCUQI,CM,Male,Marr.,1,35,30~40,College
1866,AJCUSCUI,CI,Female,Single,1,30,30~40,Master
1867,AJCUSEJA,AE,Female,Single,0,29,25~30,Master
1868,AJCUSRCU,CM,Male,Marr.,2,33,30~40,Master
1869,AJCUIESS,AE,Female,Marr.,0,28,25~30,Master
1870,AJCUIRES,AE,Male,Marr.,2,37,30~40,Bachelor
1871,AJCUIRSE,AE,Male,Marr.,1,33,30~40,Bachelor
1872,AJCUIRJU,AE,Female,Marr.,1,34,30~40,Bachelor
1873,AJCUISRC,CC,Male,Single,0,28,25~30,Bachelor
1874,AJCUISSJ,AE,Male,Marr.,0,32,30~40,Doctor
1875,AJCUISUQ,AE,Female,Marr.,0,29,25~30,Master
1876,AJCUIULE,CC,Male,Single,0,30,30~40,Master
1877,AJCUILJL,AE,Male,Marr.,1,33,30~40,Bachelor
1878,AJCUIQRE,AE,Male,Marr.,1,31,30~40,Bachelor
1879,AJCUIQSC,RBAC,Female,Marr.,1,33,30~40,Master
1880,AJCUIAAS,CC,Male,Single,0,35,30~40,Bachelor
1881,AJCUIAJR,CC,Male,Single,0,30,30~40,Bachelor
1882,AJCUIJCJ,CM,Male,Marr.,2,29,25~30,Master
1883,AJCUIJEA,CM,Male,Marr.,1,31,30~40,Master
1884,AJCUIJRQ,CC,Male,Marr.,0,30,30~40,Bachelor
1885,AJCUUIAE,CC,Male,Single,0,27,25~30,Bachelor
1886,AJCUUIJC,CC,Female,Marr.,1,29,25~30,Master
1887,AJCUUUAA,GS,Male,Marr.,0,32,30~40,Master
1888,AJCUUUJQ,AE,Male,Marr.,1,37,30~40,Bachelor
1889,AJCULCAA,AE,Male,Single,0,34,30~40,Doctor
1890,AJCULQLU,CM,Male,Marr.,1,30,30~40,Master
1891,AJCULJSI,CM,Male,Single,0,32,30~40,Bachelor
1892,AJCULJUR,CC,Male,Marr.,0,33,30~40,Bachelor
1893,AJCULJLE,CC,Male,Single,0,29,25~30,Master
1894,AJCUQCUC,AE,Male,Marr.,1,30,30~40,Bachelor
1895,AJCUAAJA,CC,Female,Single,0,31,30~40,College
1896,AJCUJQSU,AE,Male,Single,0,35,30~40,Bachelor
1897,AJCUJQII,CC,Male,Single,0,31,30~40,Master
1898,AJCLCRUE,CM,Male,Marr.,1,28,25~30,Master
1899,AJCLCSLA,CC,Male,Marr.,0,29,25~30,Master
1900,AJCLCSAL,AE,Female,Single,0,25,25~30,Bachelor
1901,AJCLCIRC,AE,Male,Marr.,1,29,25~30,Bachelor
1902,AJCLCARE,AE,Female,Single,1,31,30~40,Bachelor
1903,AJCLEIEC,CC,Male,Marr.,1,34,30~40,Master
1904,AJCLEIJR,CM,Male,Single,0,31,30~40,Master
1905,AJCLEUII,AE,Female,Single,0,24,<25,Bachelor
1906,AJCLRSEE,CM,Male,Single,0,33,30~40,Master
1907,AJCLRSQU,CC,Female,Single,0,28,25~30,Master
1908,AJCLRIEJ,CP,Male,Marr.,1,30,30~40,Bachelor
1909,AJCLSCEL,CM,Male,Marr.,1,32,30~40,Master
1910,AJCLSCRU,CC,Male,Single,0,27,25~30,Master
1911,AJCLSRJI,CC,Female,Marr.,1,32,30~40,Master
1912,AJCLSSRJ,RBAC,Female,Single,0,27,25~30,Bachelor
1913,AJCLSSIQ,CC,Male,Single,0,32,30~40,Bachelor
1914,AJCLIAJC,CC,Female,Marr.,1,30,30~40,Bachelor
1915,AJCLIJCQ,CC,Male,Single,0,30,30~40,Master
1916,AJCLIJRU,AE,Male,Marr.,1,33,30~40,Bachelor
1917,AJCLIJSI,AE,Female,Marr.,1,34,30~40,Bachelor
1918,AJCLLLLU,CC,Female,Marr.,1,37,30~40,Master
1919,AJCLLAQC,AE,Male,Marr.,1,32,30~40,Bachelor
1920,AJCLQCER,AE,Female,Marr.,1,31,30~40,Master
1921,AJCLQSCQ,CM,Male,Marr.,1,35,30~40,Master
1922,AJCLQUSJ,CM,Female,Single,0,24,<25,Bachelor
1923,AJCQCLJL,AE,Female,Single,0,25,25~30,Bachelor
1924,AJCQCARJ,AE,Male,Marr.,2,37,30~40,Master
1925,AJCQESCE,CC,Female,Marr.,1,38,30~40,College
1926,AJCQEURI,AE,Male,Single,0,24,<25,Bachelor
1927,AJCQRQSA,AE,Male,Marr.,1,34,30~40,Bachelor
1928,AJCQIARU,AE,Male,Marr.,1,31,30~40,Bachelor
1929,AJCQIALE,CC,Male,Single,0,29,25~30,Master
1930,AJCQAQCU,CC,Male,Marr.,0,32,30~40,Master
1931,AJCQJQQQ,CM,Male,Marr.,1,34,30~40,Bachelor
1932,AJCACCQJ,CC,Male,Marr.,1,35,30~40,Bachelor
1933,AJCAELSJ,RBCN,Male,Marr.,1,34,30~40,Master
1934,AJCASRAE,AE,Male,Marr.,1,39,30~40,Bachelor
1935,AJCAICIA,GS,Male,Marr.,1,32,30~40,Master
1936,AJCALSLA,CC,Male,Marr.,1,33,30~40,Bachelor
1937,AJCALAQL,GS,Male,Marr.,0,37,30~40,Bachelor
1938,AJCAQCCJ,CC,Male,Marr.,1,29,25~30,Master
1939,AJCAQCUI,CM,Male,Single,0,29,25~30,Master
1940,AJCAQCQR,AE,Female,Marr.,1,33,30~40,Bachelor
1941,AJCAQCAE,CC,Male,Single,0,29,25~30,Master
1942,AJCAAUSI,AE,Male,Marr.,0,36,30~40,Bachelor
1943,AJCAAUIS,AE,Male,Marr.,2,37,30~40,College
1944,AJCAAUQC,CC,Male,Marr.,1,35,30~40,Master
1945,AJCAJAIL,CC,Male,Marr.,0,30,30~40,Master
1946,AJCAJALI,PA,Male,Marr.,0,29,25~30,Master
1947,AJCAJAAR,AE,Male,Marr.,1,34,30~40,Bachelor
1948,AJCJCRRA,PA,Male,Marr.,1,33,30~40,Bachelor
1949,AJCJCSCA,AE,Male,Marr.,1,30,30~40,Master
1950,AJCJCISS,CM,Male,Marr.,1,38,30~40,Master
1951,AJCJCQCJ,CC,Male,Marr.,0,29,25~30,Bachelor
1952,AJCJRRUS,CC,Male,Marr.,1,33,30~40,Master
1953,AJCJRRAC,GS,Male,Marr.,1,32,30~40,Doctor
1954,AJCJRILA,AED,Male,Marr.,1,36,30~40,Bachelor
1955,AJCJQQUQ,AA,Male,Marr.,1,39,30~40,Bachelor
1956,AJCJJICQ,CP,Male,Single,0,28,25~30,Bachelor
1957,AJCJJIEL,RBAC,Male,Single,0,25,25~30,Bachelor
1958,AJCJJISI,AE,Male,Marr.,1,30,30~40,Bachelor
1959,AJECCSSS,CM,Female,Marr.,1,36,30~40,Bachelor
1960,AJECCSUE,CC,Female,Marr.,1,37,30~40,Master
1961,AJECCSAA,AE,Male,Marr.,1,30,30~40,Bachelor
1962,AJECCICI,CC,Male,Single,0,27,25~30,Master
1963,AJECRICR,CC,Male,Marr.,1,35,30~40,Bachelor
1964,AJECRIQU,AE,Female,Marr.,1,36,30~40,Bachelor
1965,AJECRUAE,AE,Female,Marr.,1,36,30~40,Bachelor
1966,AJECRUJC,CP,Female,Marr.,1,43,40~50,Bachelor
1967,AJECRJUL,AE,Female,Single,0,25,25~30,Bachelor
1968,AJECSSIJ,GS,Male,Marr.,1,33,30~40,Master
1969,AJECSIEC,AE,Female,Marr.,1,34,30~40,Bachelor
1970,AJECSUSU,CC,Male,Single,0,30,30~40,College
1971,AJECIAEC,AE,Female,Single,0,27,25~30,Master
1972,AJECIASA,AE,Male,Single,0,31,30~40,Master
1973,AJECUECU,PA,Male,Marr.,1,38,30~40,Master
1974,AJECUEQA,CC,Male,Single,0,29,25~30,Bachelor
1975,AJECUIRQ,AE,Female,Marr.,1,32,30~40,Bachelor
1976,AJECULRR,CM,Male,Marr.,1,34,30~40,Bachelor
1977,AJECUQSJ,CC,Male,Single,0,32,30~40,Bachelor
1978,AJECQSAE,AE,Male,Marr.,1,32,30~40,Bachelor
1979,AJECQSJC,CM,Female,Single,0,28,25~30,
1980,AJECQLSJ,AE,Female,Marr.,1,33,30~40,Master
1981,AJECQLIA,CM,Female,Marr.,2,33,30~40,Doctor
1982,AJECAAIS,CM,Female,Single,0,37,30~40,Bachelor
1983,AJECAALE,GS,Female,Marr.,1,28,25~30,Bachelor
1984,AJECJCRE,AE,Male,Marr.,1,38,30~40,Master
1985,AJECJCAU,AE,Male,Marr.,0,36,30~40,Bachelor
1986,AJECJEJR,CC,Male,Marr.,0,32,30~40,Master
1987,AJEEEEEL,CM,Male,Marr.,1,44,40~50,Bachelor
1988,AJEEEEAJ,RBAC,Male,Marr.,1,28,25~30,Bachelor
1989,AJEEEEJA,CC,Male,Single,0,27,25~30,Master
1990,AJEEEJLI,PA,Male,Marr.,1,36,30~40,Bachelor
1991,AJEEEJQS,2WP,Male,Single,0,28,25~30,Bachelor
1992,AJEERCCA,AE,Female,Marr.,1,34,30~40,Bachelor
1993,AJEERCJJ,AE,Male,Marr.,0,33,30~40,Doctor
1994,AJEREQCR,CC,Female,Single,0,27,25~30,Bachelor
1995,AJEREQEE,AE,Female,Marr.,0,29,25~30,Bachelor
1996,AJEREQRC,AE,Male,Marr.,0,30,30~40,Master
1997,AJEREQSJ,CM,Male,Marr.,2,38,30~40,Master
1998,AJEREQUQ,CM,Male,Marr.,1,37,30~40,Bachelor
1999,AJERUJCI,AE,Female,Marr.,2,35,30~40,Bachelor
2000,AJERUJES,CM,Male,Marr.,0,30,30~40,Master
2001,AJERUJQQ,CC,Male,Single,0,25,25~30,Bachelor
2002,AJERQECJ,AE,Female,Marr.,1,31,30~40,Bachelor
2003,AJERQIUA,AE,Female,Marr.,1,33,30~40,Bachelor
2004,AJERQQIR,AE,Male,Marr.,1,36,30~40,Bachelor
2005,AJESEUSE,AE,Male,Marr.,2,36,30~40,Bachelor
2006,AJESEAJJ,AE,Male,Marr.,1,37,30~40,Bachelor
2007,AJESUUQS,CM,Female,Marr.,2,36,30~40,Bachelor
2008,AJESULEQ,AE,Male,Marr.,0,28,25~30,Master
2009,AJESULRL,CC,Male,Single,0,27,25~30,Master
2010,AJESUQIR,AE,Male,Single,0,32,30~40,Master
2011,AJESUQUE,AE,Male,Marr.,1,31,30~40,Bachelor
2012,AJESJULC,CC,Male,Single,0,27,25~30,Bachelor
2013,AJESJLUJ,AE,Male,Marr.,2,34,30~40,Master
2014,AJESJLLA,AE,Male,Single,0,33,30~40,Master
2015,AJEICEIA,AE,Male,Marr.,1,34,30~40,Bachelor
2016,AJEICEAI,AE,Male,Single,1,33,30~40,Master
2017,AJEICUSC,AE,Male,Marr.,1,36,30~40,Bachelor
2018,AJEICLUL,CM,Female,Marr.,1,31,30~40,Master
2019,AJEICLLU,AE,Male,Marr.,1,30,30~40,Bachelor
2020,AJEIREUU,CM,Male,Marr.,1,28,25~30,Master
2021,AJEIRELI,CM,Female,Marr.,1,28,25~30,Master
2022,AJEIREQS,GS,Female,Marr.,1,30,30~40,Bachelor
2023,AJEIRRUS,RBAC,Male,Marr.,2,38,30~40,College
2024,AJEISCQI,PA,Male,Single,0,28,25~30,Master
2025,AJEISSQA,AE,Male,Marr.,2,34,30~40,Bachelor
2026,AJEIURSR,CC,Male,Marr.,1,32,30~40,Bachelor
2027,AJEIURQA,AE,Male,Single,0,27,25~30,Master
2028,AJEIUSCS,CC,Female,Single,0,30,30~40,Master
2029,AJEIUSER,AE,Male,Marr.,2,40,40~50,Bachelor
2030,AJEIULEU,CC,Male,Marr.,1,35,30~40,Master
2031,AJEIULRI,AE,Female,Marr.,0,29,25~30,Master
2032,AJEILRSE,CM,Male,Single,0,28,25~30,Master
2033,AJEILRUJ,AE,Male,Marr.,1,32,30~40,Master
2034,AJEIQJAC,AE,Female,Single,0,29,25~30,Bachelor
2035,AJEIACIR,CC,Male,Marr.,1,32,30~40,Master
2036,AJEIACUE,AE,Female,Marr.,1,34,30~40,Bachelor
2037,AJEIACQJ,AE,Male,Marr.,0,31,30~40,Master
2038,AJEIACJQ,CM,Male,Marr.,1,31,30~40,Bachelor
2039,AJEIAEIC,CP,Female,Marr.,1,36,30~40,Bachelor
2040,AJEUSJQR,CM,Female,Single,0,27,25~30,Bachelor
2041,AJEUIESR,CC,Male,Single,1,27,25~30,Master
2042,AJEUIEQA,CP,Male,Single,0,29,25~30,Master
2043,AJEUISSA,ED,Female,Marr.,1,36,30~40,Bachelor
2044,AJEULUQQ,CC,Male,Marr.,2,31,30~40,Master
2045,AJEULUJU,AE,Male,Single,0,28,25~30,Bachelor
2046,AJEULLCR,AE,Male,Marr.,1,31,30~40,Bachelor
2047,AJEULQAR,AE,Male,Marr.,1,38,30~40,Master
2048,AJEULACA,CC,Male,Marr.,1,39,30~40,Bachelor
2049,AJEULAEQ,AE,Male,Marr.,1,36,30~40,Bachelor
2050,AJEUQURE,CC,Male,Single,0,28,25~30,Master
2051,AJEUAJQQ,AE,Male,Marr.,0,29,25~30,Master
2052,AJEUJCCR,CM,Male,Single,0,30,30~40,Bachelor
2053,AJEUJRQE,CC,Male,Single,0,27,25~30,Master
